fondo,fecha,vcp
Gainvest Balanceado - Clase A,2021-10-04,18.276028
Gainvest Balanceado - Clase A,2021-10-05,18.355533
Gainvest Balanceado - Clase A,2021-10-06,18.400335
Gainvest Balanceado - Clase A,2021-10-07,18.456444
Gainvest Balanceado - Clase A,2021-10-12,18.437767
Gainvest Balanceado - Clase A,2021-10-13,18.435712
Gainvest Balanceado - Clase A,2021-10-14,18.514991
Gainvest Balanceado - Clase A,2021-10-19,18.606861
Gainvest Balanceado - Clase A,2021-10-20,18.649444
Gainvest Balanceado - Clase A,2021-10-21,18.712142
Gainvest Balanceado - Clase A,2021-10-22,18.740686
Gainvest Balanceado - Clase A,2021-10-25,18.728333
Gainvest Balanceado - Clase A,2021-10-26,18.728676
Gainvest Balanceado - Clase A,2021-10-28,18.870318
Gainvest Balanceado - Clase A,2021-11-16,19.414444
Gainvest Balanceado - Clase A,2021-11-17,19.411497
Gainvest Balanceado - Clase A,2021-11-18,19.446788
Gainvest Balanceado - Clase A,2021-11-29,19.618338
Gainvest Balanceado - Clase A,2021-11-30,19.669382
Gainvest Balanceado - Clase A,2021-12-01,19.774721
Gainvest Balanceado - Clase A,2021-12-02,19.939482
Gainvest Balanceado - Clase A,2021-12-03,20.019209
Gainvest Balanceado - Clase A,2021-12-06,20.07751
Gainvest Balanceado - Clase A,2021-12-07,20.084566
Gainvest Balanceado - Clase A,2021-12-09,20.015605
Gainvest Balanceado - Clase A,2021-12-10,20.005125
Gainvest Balanceado - Clase A,2021-12-13,19.986494
Gainvest Balanceado - Clase A,2021-12-14,19.937629
Gainvest Balanceado - Clase A,2021-12-15,19.873571
Gainvest Balanceado - Clase A,2021-12-16,19.855364
Gainvest Balanceado - Clase A,2021-12-17,19.916163
Gainvest Balanceado - Clase A,2021-12-20,19.947868
Gainvest Balanceado - Clase A,2021-12-21,20.031707
Gainvest Balanceado - Clase A,2021-12-22,20.107231
Gainvest Balanceado - Clase A,2021-12-23,20.169692
Gainvest Balanceado - Clase A,2021-12-27,20.21298
Gainvest Balanceado - Clase A,2021-12-28,20.242251
Gainvest Balanceado - Clase A,2021-12-29,20.29504
Gainvest Balanceado - Clase A,2021-12-30,20.33921
Gainvest Balanceado - Clase A,2022-01-03,20.492985
Gainvest Balanceado - Clase A,2022-01-04,20.584232
Gainvest Balanceado - Clase A,2022-01-05,20.583808
Gainvest Balanceado - Clase A,2022-01-17,20.95646
Gainvest Balanceado - Clase A,2022-01-18,21.056307
Gainvest Balanceado - Clase A,2022-01-19,21.050614
Gainvest Balanceado - Clase A,2022-01-20,21.01283
Gainvest Balanceado - Clase A,2022-01-21,21.053009
Gainvest Balanceado - Clase A,2022-01-24,21.112981
Gainvest Balanceado - Clase A,2022-01-25,21.126859
Gainvest Balanceado - Clase A,2022-01-26,21.116297
Gainvest Balanceado - Clase A,2022-01-27,21.121277
Gainvest Balanceado - Clase A,2022-01-28,21.13195
Gainvest Balanceado - Clase A,2022-02-01,21.234158
Gainvest Balanceado - Clase A,2022-02-02,21.299633
Gainvest Balanceado - Clase A,2022-02-03,21.384855
Gainvest Balanceado - Clase A,2022-02-04,21.418618
Gainvest Balanceado - Clase A,2022-02-07,21.435638
Gainvest Balanceado - Clase A,2022-02-08,21.438317
Gainvest Balanceado - Clase A,2022-02-09,21.427252
Gainvest Balanceado - Clase A,2022-02-10,21.424941
Gainvest Balanceado - Clase A,2022-02-11,21.551948
Gainvest Balanceado - Clase A,2022-02-14,21.577207
Gainvest Balanceado - Clase A,2022-02-15,21.592282
Gainvest Balanceado - Clase A,2022-02-16,21.611008
Gainvest Balanceado - Clase A,2022-02-17,21.641537
Gainvest Balanceado - Clase A,2022-02-18,21.667234
Gainvest Balanceado - Clase A,2022-02-21,21.705363
Gainvest Balanceado - Clase A,2022-02-22,21.730244
Gainvest Balanceado - Clase A,2022-02-23,21.726343
Gainvest Balanceado - Clase A,2022-02-24,21.80352
Gainvest Balanceado - Clase A,2022-02-25,21.905532
Gainvest Balanceado - Clase A,2022-03-02,21.996344
Gainvest Balanceado - Clase A,2022-03-03,22.147176
Gainvest Balanceado - Clase A,2022-03-04,22.271676
Gainvest Balanceado - Clase A,2022-03-07,22.316226
Gainvest Balanceado - Clase A,2022-03-08,22.262635
Gainvest Balanceado - Clase A,2022-03-09,22.319336
Gainvest Balanceado - Clase A,2022-03-10,22.379984
Gainvest Balanceado - Clase A,2022-03-11,22.403463
Gainvest Balanceado - Clase A,2022-03-14,22.420615
Gainvest Balanceado - Clase A,2022-03-15,22.431104
Gainvest Balanceado - Clase A,2022-03-16,22.490779
Gainvest Balanceado - Clase A,2022-03-17,22.620777
Gainvest Balanceado - Clase A,2022-03-18,22.707993
Gainvest Balanceado - Clase A,2022-03-21,22.898862
Gainvest Balanceado - Clase A,2022-03-22,22.97112
Gainvest Balanceado - Clase A,2022-03-23,22.972938
Gainvest Balanceado - Clase A,2022-03-25,22.963968
Gainvest Balanceado - Clase A,2022-03-28,22.850951
Gainvest Balanceado - Clase A,2022-03-29,22.873492
Gainvest Balanceado - Clase A,2022-03-30,22.970164
Gainvest Balanceado - Clase A,2022-03-31,23.048184
Gainvest Balanceado - Clase A,2022-04-01,23.100698
Gainvest Balanceado - Clase A,2022-04-04,23.172111
Gainvest Balanceado - Clase A,2022-04-05,23.177681
Gainvest Balanceado - Clase A,2022-04-06,23.173226
Gainvest Balanceado - Clase A,2022-04-07,23.205631
Gainvest Balanceado - Clase A,2022-04-08,23.214626
Gainvest Balanceado - Clase A,2022-04-11,23.416288
Gainvest Balanceado - Clase A,2022-04-12,23.659948
Gainvest Balanceado - Clase A,2022-04-13,23.811929
Gainvest Balanceado - Clase A,2022-04-18,23.988511
Gainvest Balanceado - Clase A,2022-04-19,24.012187
Gainvest Balanceado - Clase A,2022-04-20,24.050622
Gainvest Balanceado - Clase A,2022-04-21,24.102566
Gainvest Balanceado - Clase A,2022-04-22,24.161256
Gainvest Balanceado - Clase A,2022-04-25,24.222142
Gainvest Balanceado - Clase A,2022-04-26,24.435845
Gainvest Balanceado - Clase A,2022-04-27,24.509231
Gainvest Balanceado - Clase A,2022-04-28,24.608474
Gainvest Balanceado - Clase A,2022-04-29,24.760108
Gainvest Balanceado - Clase A,2022-05-02,24.937222
Gainvest Balanceado - Clase A,2022-05-03,24.993748
Gainvest Balanceado - Clase A,2022-05-04,25.016666
Gainvest Balanceado - Clase A,2022-05-05,25.007549
Gainvest Balanceado - Clase A,2022-05-06,24.982663
Gainvest Balanceado - Clase A,2022-05-09,24.844766
Gainvest Balanceado - Clase A,2022-05-10,24.770076
Gainvest Balanceado - Clase A,2022-05-11,24.582245
Gainvest Balanceado - Clase A,2022-05-12,24.742746
Gainvest Balanceado - Clase A,2022-05-13,24.837441
Gainvest Balanceado - Clase A,2022-05-16,24.886926
Gainvest Balanceado - Clase A,2022-05-17,24.804283
Gainvest Balanceado - Clase A,2022-05-30,25.142921
Gainvest Balanceado - Clase A,2022-06-02,25.180604
Gainvest Balanceado - Clase A,2022-06-03,25.228745
Gainvest Balanceado - Clase A,2022-06-06,25.347996
Gainvest Balanceado - Clase A,2022-06-07,25.32131
Gainvest Balanceado - Clase A,2022-06-08,24.679462
Gainvest Balanceado - Clase A,2022-06-09,24.05214
Gainvest Balanceado - Clase A,2022-06-10,24.356682
Gainvest Balanceado - Clase A,2022-06-13,24.741031
Gainvest Balanceado - Clase A,2022-06-14,24.82578
Gainvest Balanceado - Clase A,2022-06-15,25.047026
Gainvest Balanceado - Clase A,2022-06-16,25.144451
Gainvest Balanceado - Clase A,2022-06-21,25.082272
Gainvest Balanceado - Clase A,2022-06-22,25.072189
Gainvest Balanceado - Clase A,2022-06-23,25.101706
Gainvest Balanceado - Clase A,2022-06-24,25.119234
Gainvest Balanceado - Clase A,2022-06-27,25.256783
Gainvest Balanceado - Clase A,2022-06-28,25.305623
Gainvest Balanceado - Clase A,2022-06-29,25.380865
Gainvest Balanceado - Clase A,2022-06-30,25.524055
Gainvest Balanceado - Clase A,2022-07-01,25.641588
Gainvest Balanceado - Clase A,2022-07-04,25.558669
Gainvest Balanceado - Clase A,2022-07-05,25.629762
Gainvest Balanceado - Clase A,2022-07-06,25.675771
Gainvest Balanceado - Clase A,2022-07-07,25.761811
Gainvest Balanceado - Clase A,2022-07-08,25.798653
Gainvest Balanceado - Clase A,2022-07-11,25.958994
Gainvest Balanceado - Clase A,2022-07-12,26.196281
Gainvest Balanceado - Clase A,2022-07-13,26.39322
Gainvest Balanceado - Clase A,2022-07-14,26.650635
Gainvest Balanceado - Clase A,2022-07-15,26.613319
Gainvest Balanceado - Clase A,2022-07-18,26.576989
Gainvest Balanceado - Clase A,2022-07-19,26.585268
Gainvest Balanceado - Clase A,2022-07-20,26.531659
Gainvest Balanceado - Clase A,2022-07-21,26.439214
Gainvest Balanceado - Clase A,2022-07-22,26.581237
Gainvest Balanceado - Clase A,2022-07-25,26.773484
Gainvest Balanceado - Clase A,2022-07-26,26.927207
Gainvest Balanceado - Clase A,2022-07-27,26.972141
Gainvest Balanceado - Clase A,2022-07-28,27.081877
Gainvest Balanceado - Clase A,2022-08-02,27.576798
Gainvest Balanceado - Clase A,2022-08-03,27.573206
Gainvest Balanceado - Clase A,2022-08-04,27.706408
Gainvest Balanceado - Clase A,2022-08-05,27.774772
Gainvest Balanceado - Clase A,2022-08-08,27.814225
Gainvest Balanceado - Clase A,2022-08-09,27.720949
Gainvest Balanceado - Clase A,2022-08-10,27.708966
Gainvest Balanceado - Clase A,2022-08-11,27.7183
Gainvest Balanceado - Clase A,2022-08-12,27.790688
Gainvest Balanceado - Clase A,2022-08-16,27.821767
Gainvest Balanceado - Clase A,2022-08-17,27.853053
Gainvest Balanceado - Clase A,2022-08-18,27.922836
Gainvest Balanceado - Clase A,2022-08-19,28.026839
Gainvest Balanceado - Clase A,2022-08-22,28.087367
Gainvest Balanceado - Clase A,2022-08-23,28.147481
Gainvest Balanceado - Clase A,2022-08-24,28.196336
Gainvest Balanceado - Clase A,2022-08-25,28.281852
Gainvest Balanceado - Clase A,2022-08-26,28.36515
Gainvest Balanceado - Clase A,2022-08-29,28.447326
Gainvest Balanceado - Clase A,2022-08-30,28.606478
Gainvest Balanceado - Clase A,2022-08-31,28.830535
Gainvest Balanceado - Clase A,2022-09-01,29.104037
Gainvest Balanceado - Clase A,2022-09-05,29.30216
Gainvest Balanceado - Clase A,2022-09-06,29.305547
Gainvest Balanceado - Clase A,2022-09-07,29.319943
Gainvest Balanceado - Clase A,2022-09-08,29.334353
Gainvest Balanceado - Clase A,2022-09-09,29.448156
Gainvest Balanceado - Clase A,2022-09-12,29.465827
Gainvest Balanceado - Clase A,2022-09-13,29.419507
Gainvest Balanceado - Clase A,2022-09-14,29.496574
Gainvest Balanceado - Clase A,2022-09-15,29.593868
Gainvest Balanceado - Clase A,2022-09-19,29.771287
Gainvest Balanceado - Clase A,2022-09-20,29.896501
Gainvest Balanceado - Clase A,2022-09-21,29.963343
Gainvest Balanceado - Clase A,2022-09-22,30.031799
Gainvest Balanceado - Clase A,2022-09-23,30.089014
Gainvest Balanceado - Clase A,2022-09-26,30.190468
Gainvest Balanceado - Clase A,2022-09-27,30.206447
Gainvest Balanceado - Clase A,2022-09-28,30.241705
Gainvest Balanceado - Clase A,2022-09-29,30.261745
Gainvest Balanceado - Clase A,2022-09-30,30.360881
Gainvest Balanceado - Clase A,2022-10-03,30.435929
Gainvest Balanceado - Clase A,2022-10-04,30.487538
Gainvest Balanceado - Clase A,2022-10-05,30.699062
Gainvest Balanceado - Clase A,2022-10-06,30.776897
Gainvest Balanceado - Clase A,2022-10-11,30.746098
Gainvest Balanceado - Clase A,2022-10-12,30.624817
Gainvest Balanceado - Clase A,2022-10-13,30.724512
Gainvest Balanceado - Clase A,2022-10-14,30.788557
Gainvest Balanceado - Clase A,2022-10-17,30.9269
Gainvest Balanceado - Clase A,2022-10-18,31.003503
Gainvest Balanceado - Clase A,2022-10-19,31.095419
Gainvest Balanceado - Clase A,2022-10-20,31.254436
Gainvest Balanceado - Clase A,2022-10-21,31.314361
Gainvest Balanceado - Clase A,2022-10-24,31.395312
Gainvest Balanceado - Clase A,2022-10-25,31.448912
Gainvest Balanceado - Clase A,2022-10-26,31.560224
Gainvest Balanceado - Clase A,2022-10-27,31.84313
Gainvest Balanceado - Clase A,2022-10-28,31.99719
Gainvest Balanceado - Clase A,2022-10-31,32.148781
Gainvest Balanceado - Clase A,2022-11-01,32.158005
Gainvest Balanceado - Clase A,2022-11-02,32.198039
Gainvest Balanceado - Clase A,2022-11-03,32.401487
Gainvest Balanceado - Clase A,2022-11-04,32.484635
Gainvest Balanceado - Clase A,2022-11-07,32.527857
Gainvest Balanceado - Clase A,2022-11-08,32.631415
Gainvest Balanceado - Clase A,2022-11-09,32.633158
Gainvest Balanceado - Clase A,2022-11-10,32.813282
Gainvest Balanceado - Clase A,2022-11-11,32.77329
Gainvest Balanceado - Clase A,2022-11-14,32.871288
Gainvest Balanceado - Clase A,2022-11-15,32.860797
Gainvest Balanceado - Clase A,2022-11-16,32.8311
Gainvest Balanceado - Clase A,2022-11-17,33.05623
Gainvest Balanceado - Clase A,2022-11-18,33.100378
Gainvest Balanceado - Clase A,2022-11-22,33.219067
Gainvest Balanceado - Clase A,2022-11-23,33.306142
Gainvest Balanceado - Clase A,2022-11-24,33.418082
Gainvest Balanceado - Clase A,2022-11-25,33.551772
Gainvest Balanceado - Clase A,2022-11-28,33.714412
Gainvest Balanceado - Clase A,2022-11-29,33.797176
Gainvest Balanceado - Clase A,2022-11-30,33.883225
Gainvest Balanceado - Clase A,2022-12-01,34.101938
Gainvest Balanceado - Clase A,2022-12-02,34.173426
Gainvest Balanceado - Clase A,2022-12-05,34.206325
Gainvest Balanceado - Clase A,2022-12-06,34.433594
Gainvest Balanceado - Clase A,2022-12-07,34.453558
Gainvest Balanceado - Clase A,2022-12-12,34.48608
Gainvest Balanceado - Clase A,2022-12-13,34.479421
Gainvest Balanceado - Clase A,2022-12-15,34.702073
Gainvest Balanceado - Clase A,2022-12-16,34.760467
Gainvest Balanceado - Clase A,2022-12-19,34.921109
Gainvest Balanceado - Clase A,2022-12-20,35.147124
Gainvest Balanceado - Clase A,2022-12-21,35.180122
Gainvest Balanceado - Clase A,2022-12-22,35.392354
Gainvest Balanceado - Clase A,2022-12-23,35.536025
Gainvest Balanceado - Clase A,2022-12-26,35.747733
Gainvest Balanceado - Clase A,2022-12-27,35.70718
Gainvest Balanceado - Clase A,2022-12-28,35.67962
Gainvest Balanceado - Clase A,2022-12-29,35.710306
Gainvest Balanceado - Clase A,2022-12-30,35.846179
Gainvest Balanceado - Clase A,2023-01-02,36.00712
Gainvest Balanceado - Clase A,2023-01-03,36.086803
Gainvest Balanceado - Clase A,2023-01-04,36.130555
Gainvest Balanceado - Clase A,2023-01-05,36.256198
Gainvest Balanceado - Clase A,2023-01-06,36.327828
Gainvest Balanceado - Clase A,2023-01-09,36.232723
Gainvest Balanceado - Clase A,2023-01-10,36.321708
Gainvest Balanceado - Clase A,2023-01-11,36.410478
Gainvest Balanceado - Clase A,2023-01-12,36.623505
Gainvest Balanceado - Clase A,2023-01-13,36.679868
Gainvest Balanceado - Clase A,2023-01-16,36.777142
Gainvest Balanceado - Clase A,2023-01-17,36.873297
Gainvest Balanceado - Clase A,2023-01-18,36.895581
Gainvest Balanceado - Clase A,2023-01-19,37.011393
Gainvest Balanceado - Clase A,2023-01-20,37.161745
Gainvest Balanceado - Clase A,2023-01-23,37.163857
Gainvest Balanceado - Clase A,2023-01-24,37.219716
Gainvest Balanceado - Clase A,2023-01-25,37.300329
Gainvest Balanceado - Clase A,2023-01-26,37.479135
Gainvest Balanceado - Clase A,2023-01-27,37.593985
Gainvest Balanceado - Clase A,2023-01-30,37.664465
Gainvest Balanceado - Clase A,2023-01-31,37.755991
Gainvest Balanceado - Clase A,2023-02-01,37.818159
Gainvest Balanceado - Clase A,2023-02-02,38.012453
Gainvest Balanceado - Clase A,2023-02-03,38.106284
Gainvest Balanceado - Clase A,2023-02-06,38.232815
Gainvest Balanceado - Clase A,2023-02-07,38.337551
Gainvest Balanceado - Clase A,2023-02-08,38.39272
Gainvest Balanceado - Clase A,2023-02-09,38.485191
Gainvest Balanceado - Clase A,2023-02-10,38.565715
Gainvest Balanceado - Clase A,2023-02-13,38.657927
Gainvest Balanceado - Clase A,2023-02-14,38.78705
Gainvest Balanceado - Clase A,2023-02-15,38.9046
Gainvest Balanceado - Clase A,2023-02-16,39.24319
Gainvest Balanceado - Clase A,2023-02-17,39.333094
Gainvest Balanceado - Clase A,2023-02-22,39.370138
Gainvest Balanceado - Clase A,2023-02-23,39.50084
Gainvest Balanceado - Clase A,2023-02-24,39.561388
Gainvest Balanceado - Clase A,2023-02-27,39.685079
Gainvest Balanceado - Clase A,2023-02-28,39.810012
Gainvest Balanceado - Clase A,2023-03-01,39.888304
Gainvest Balanceado - Clase A,2023-03-02,40.057992
Gainvest Balanceado - Clase A,2023-03-03,40.148828
Gainvest Balanceado - Clase A,2023-03-06,40.138875
Gainvest Balanceado - Clase A,2023-03-07,40.250875
Gainvest Balanceado - Clase A,2023-03-08,40.26684
Gainvest Balanceado - Clase A,2023-03-09,40.493424
Gainvest Balanceado - Clase A,2023-03-10,40.669239
Gainvest Balanceado - Clase A,2023-03-13,40.699257
Gainvest Balanceado - Clase A,2023-03-14,40.942545
Gainvest Balanceado - Clase A,2023-03-15,40.93881
Gainvest Balanceado - Clase A,2023-03-16,41.139895
Gainvest Balanceado - Clase A,2023-03-17,41.385063
Gainvest Balanceado - Clase A,2023-03-20,41.42275
Gainvest Balanceado - Clase A,2023-03-21,41.453001
Gainvest Balanceado - Clase A,2023-03-22,41.619515
Gainvest Balanceado - Clase A,2023-03-23,41.693065
Gainvest Balanceado - Clase A,2023-03-27,41.897612
Gainvest Balanceado - Clase A,2023-03-28,41.932304
Gainvest Balanceado - Clase A,2023-03-29,41.977376
Gainvest Balanceado - Clase A,2023-03-30,42.140609
Gainvest Balanceado - Clase A,2023-03-31,42.257878
Gainvest Balanceado - Clase A,2023-04-03,42.371242
Gainvest Balanceado - Clase A,2023-04-04,42.82194
Gainvest Balanceado - Clase A,2023-04-05,43.018533
Gainvest Balanceado - Clase A,2023-04-10,43.069688
Gainvest Balanceado - Clase A,2023-04-11,43.154576
Gainvest Balanceado - Clase A,2023-04-12,43.243908
Gainvest Balanceado - Clase A,2023-04-13,43.550355
Gainvest Balanceado - Clase A,2023-04-14,43.729218
Gainvest Balanceado - Clase A,2023-04-17,43.850872
Gainvest Balanceado - Clase A,2023-04-18,43.844945
Gainvest Balanceado - Clase A,2023-04-19,43.957976
Gainvest Balanceado - Clase A,2023-04-20,44.272267
Gainvest Balanceado - Clase A,2023-04-21,44.559532
Gainvest Balanceado - Clase A,2023-04-24,44.556888
Gainvest Balanceado - Clase A,2023-04-25,44.490428
Gainvest Balanceado - Clase A,2023-04-26,44.775812
Gainvest Balanceado - Clase A,2023-04-27,45.026554
Gainvest Balanceado - Clase A,2023-04-28,45.315677
Gainvest Balanceado - Clase A,2023-05-02,45.6231
Gainvest Balanceado - Clase A,2023-05-03,45.731107
Gainvest Balanceado - Clase A,2023-05-04,45.998842
Gainvest Balanceado - Clase A,2023-05-05,46.103122
Gainvest Balanceado - Clase A,2023-05-08,46.188536
Gainvest Balanceado - Clase A,2023-05-09,46.287175
Gainvest Balanceado - Clase A,2023-05-10,46.35875
Gainvest Balanceado - Clase A,2023-05-11,46.61672
Gainvest Balanceado - Clase A,2023-05-15,46.791911
Gainvest Balanceado - Clase A,2023-05-16,46.865404
Gainvest Balanceado - Clase A,2023-05-17,46.971985
Gainvest Balanceado - Clase A,2023-05-18,47.233717
Gainvest Balanceado - Clase A,2023-05-19,47.599855
Gainvest Balanceado - Clase A,2023-05-22,47.78881
Gainvest Balanceado - Clase A,2023-05-23,48.27663
Gainvest Balanceado - Clase A,2023-05-29,48.511989
Gainvest Balanceado - Clase A,2023-05-30,48.685587
Gainvest Balanceado - Clase A,2023-05-31,49.106075
Gainvest Balanceado - Clase A,2023-06-01,49.529978
Gainvest Balanceado - Clase A,2023-06-02,49.725266
Gainvest Balanceado - Clase A,2023-06-05,49.987182
Gainvest Balanceado - Clase A,2023-06-06,50.169787
Gainvest Balanceado - Clase A,2023-06-07,50.278716
Gainvest Balanceado - Clase A,2023-06-08,50.689826
Gainvest Balanceado - Clase A,2023-06-09,50.957271
Gainvest Balanceado - Clase A,2023-06-12,51.160981
Gainvest Balanceado - Clase A,2023-06-13,51.230477
Gainvest Balanceado - Clase A,2023-06-14,51.156377
Gainvest Balanceado - Clase A,2023-06-15,51.691859
Gainvest Balanceado - Clase A,2023-06-16,51.971454
Gainvest Balanceado - Clase A,2023-06-21,52.294046
Gainvest Balanceado - Clase A,2023-06-22,52.484114
Gainvest Balanceado - Clase A,2023-06-26,52.796211
Gainvest Balanceado - Clase A,2023-06-27,52.919878
Gainvest Balanceado - Clase A,2023-06-28,53.021724
Gainvest Balanceado - Clase A,2023-06-29,53.372526
Gainvest Balanceado - Clase A,2023-06-30,53.682099
Gainvest Balanceado - Clase A,2023-07-03,54.006656
Gainvest Balanceado - Clase A,2023-07-04,54.256424
Gainvest Balanceado - Clase A,2023-07-05,54.335362
Gainvest Balanceado - Clase A,2023-07-06,54.578917
Gainvest Balanceado - Clase A,2023-07-07,54.682107
Gainvest Balanceado - Clase A,2023-07-10,54.741619
Gainvest Balanceado - Clase A,2023-07-11,54.748193
Gainvest Balanceado - Clase A,2023-07-12,54.791163
Gainvest Balanceado - Clase A,2023-07-13,55.119122
Gainvest Balanceado - Clase A,2023-07-14,55.190405
Gainvest Balanceado - Clase A,2023-07-17,55.454021
Gainvest Balanceado - Clase A,2023-07-18,55.612222
Gainvest Balanceado - Clase A,2023-07-19,55.597699
Gainvest Balanceado - Clase A,2023-07-20,56.14479
Gainvest Balanceado - Clase A,2023-07-21,56.458349
Gainvest Balanceado - Clase A,2023-07-24,56.71516
Gainvest Balanceado - Clase A,2023-07-25,56.904096
Gainvest Balanceado - Clase A,2023-07-26,57.086632
Gainvest Balanceado - Clase A,2023-07-27,57.383399
Gainvest Balanceado - Clase A,2023-07-28,57.47426
Gainvest Balanceado - Clase A,2023-07-31,57.856457
Gainvest Balanceado - Clase A,2023-08-01,57.92196
Gainvest Balanceado - Clase A,2023-08-02,58.024866
Gainvest Balanceado - Clase A,2023-08-03,58.287611
Gainvest Balanceado - Clase A,2023-08-04,58.355802
Gainvest Balanceado - Clase A,2023-08-07,58.423845
Gainvest Balanceado - Clase A,2023-08-08,58.536639
Gainvest Balanceado - Clase A,2023-08-09,58.671987
Gainvest Balanceado - Clase A,2023-08-10,59.31063
Gainvest Balanceado - Clase A,2023-08-11,60.018942
Gainvest Balanceado - Clase A,2023-08-14,59.315833
Gainvest Balanceado - Clase A,2023-08-15,60.888603
Gainvest Balanceado - Clase A,2023-08-16,61.50151
Gainvest Balanceado - Clase A,2023-08-17,62.449421
Gainvest Balanceado - Clase A,2023-08-22,62.823974
Gainvest Balanceado - Clase A,2023-08-23,63.093474
Gainvest Balanceado - Clase A,2023-08-24,63.54679
Gainvest Balanceado - Clase A,2023-08-25,64.099334
Gainvest Balanceado - Clase A,2023-08-28,64.55654
Gainvest Balanceado - Clase A,2023-08-29,65.859075
Gainvest Balanceado - Clase A,2023-08-30,65.53557
Gainvest Balanceado - Clase A,2023-08-31,65.774199
Gainvest Balanceado - Clase A,2023-09-01,66.009598
Gainvest Balanceado - Clase A,2023-09-04,66.380101
Gainvest Balanceado - Clase A,2023-09-05,66.340649
Gainvest Balanceado - Clase A,2023-09-06,65.568888
Gainvest Balanceado - Clase A,2023-09-07,65.421533
Gainvest Balanceado - Clase A,2023-09-08,65.701362
Gainvest Balanceado - Clase A,2023-09-11,65.611232
Gainvest Balanceado - Clase A,2023-09-12,65.74214
Gainvest Balanceado - Clase A,2023-09-13,66.005427
Gainvest Balanceado - Clase A,2023-09-14,66.74676
Gainvest Balanceado - Clase A,2023-09-15,66.697804
Gainvest Balanceado - Clase A,2023-09-18,67.037329
Gainvest Balanceado - Clase A,2023-09-19,67.086229
Gainvest Balanceado - Clase A,2023-09-20,67.174466
Gainvest Balanceado - Clase A,2023-09-21,67.764515
Gainvest Balanceado - Clase A,2023-09-22,67.637061
Gainvest Balanceado - Clase A,2023-09-25,67.376706
Gainvest Balanceado - Clase A,2023-09-26,67.117581
Gainvest Balanceado - Clase A,2023-09-27,67.062826
Gainvest Balanceado - Clase A,2023-09-28,67.000722
Gainvest Balanceado - Clase A,2023-09-29,67.147919
Gainvest Balanceado - Clase A,2023-10-02,67.128145
Gainvest Balanceado - Clase A,2023-10-03,67.253704
Gainvest Balanceado - Clase A,2023-10-04,68.013822
Gainvest Balanceado - Clase A,2023-10-05,68.830716
Gainvest Balanceado - Clase A,2023-10-06,69.832004
Gainvest Balanceado - Clase A,2023-10-09,70.32105
Gainvest Balanceado - Clase A,2023-10-10,70.724481
Gainvest Balanceado - Clase A,2023-10-11,71.455947
Gainvest Balanceado - Clase A,2023-10-12,72.637913
Gainvest Balanceado - Clase A,2023-10-17,73.952674
Gainvest Balanceado - Clase A,2023-10-18,75.290821
Gainvest Balanceado - Clase A,2023-10-19,78.680201
Gainvest Balanceado - Clase A,2023-10-20,79.236132
Gainvest Balanceado - Clase A,2023-10-23,82.081388
Gainvest Balanceado - Clase A,2023-10-24,81.754899
Gainvest Balanceado - Clase A,2023-10-25,81.501133
Gainvest Balanceado - Clase A,2023-10-26,82.33442
Gainvest Balanceado - Clase A,2023-10-27,82.685004
Gainvest Balanceado - Clase A,2023-10-30,83.353907
Gainvest Balanceado - Clase A,2023-10-31,83.987547
Gainvest Balanceado - Clase A,2023-11-01,84.359121
Gainvest Balanceado - Clase A,2023-11-02,85.869939
Gainvest Balanceado - Clase A,2023-11-03,86.076704
Gainvest Balanceado - Clase A,2023-11-07,85.506945
Gainvest Balanceado - Clase A,2023-11-08,84.553772
Gainvest Balanceado - Clase A,2023-11-09,85.007803
Gainvest Balanceado - Clase A,2023-11-10,85.239879
Gainvest Balanceado - Clase A,2023-11-13,85.69876
Gainvest Balanceado - Clase A,2023-11-14,86.326959
Gainvest Balanceado - Clase A,2023-11-15,86.759135
Gainvest Balanceado - Clase A,2023-11-16,88.182626
Gainvest Balanceado - Clase A,2023-11-17,88.950202
Gainvest Balanceado - Clase A,2023-11-21,89.55915
Gainvest Balanceado - Clase A,2023-11-22,91.491939
Gainvest Balanceado - Clase A,2023-11-23,95.052956
Gainvest Balanceado - Clase A,2023-11-24,102.394671
Gainvest Balanceado - Clase A,2023-11-27,103.970612
Gainvest Balanceado - Clase A,2023-11-28,103.88491
Gainvest Balanceado - Clase A,2023-11-29,104.20001
Gainvest Balanceado - Clase A,2023-11-30,108.703266
Gainvest Balanceado - Clase A,2023-12-01,111.587486
Gainvest Balanceado - Clase A,2023-12-04,115.769712
Gainvest Balanceado - Clase A,2023-12-05,118.059527
Gainvest Balanceado - Clase A,2023-12-06,122.013318
Gainvest Balanceado - Clase A,2023-12-07,127.364019
Gainvest Balanceado - Clase A,2023-12-11,130.652751
Gainvest Balanceado - Clase A,2023-12-12,129.831255
Gainvest Balanceado - Clase A,2023-12-13,142.663953
Gainvest Balanceado - Clase A,2023-12-14,151.23539
Gainvest Balanceado - Clase A,2023-12-15,146.540826
Gainvest Balanceado - Clase A,2023-12-18,143.609053
Gainvest Balanceado - Clase A,2023-12-19,143.694325
Gainvest Balanceado - Clase A,2023-12-20,148.174312
Gainvest Balanceado - Clase A,2023-12-21,156.478126
Gainvest Balanceado - Clase A,2023-12-22,161.625842
Gainvest Balanceado - Clase A,2023-12-26,162.075727
